userId,itemId,rating
1,381,3.6
1,331,4.6
1,123,4.3
1,17,1.8
1,195,0.3
1,21,4.4
1,291,3.6
1,401,1.5
1,216,0.2
1,28,4.9
1,584,3.1
1,309,1.5
1,94,3.2
1,233,0.5
1,308,2.9
1,189,1.3
1,474,0.7
1,555,1
1,267,4.5
1,243,3.7
1,244,0.3
1,231,4.5
1,76,2.9
1,150,4.9
1,186,4.7
1,42,4
1,303,1.3
1,120,4.1
1,593,1.4
1,332,1.3
1,342,3.8
1,12,0.8
1,163,0.3
1,520,1.5
2,426,1.7
2,395,3.1
2,283,4.3
2,58,1.8
2,448,2.8
2,213,1.2
2,13,2.4
2,452,3.4
2,285,3.3
2,363,0.7
2,81,1.1
2,159,0.2
2,85,0.2
2,218,4.9
2,222,4.3
2,496,0.9
2,448,1.1
2,495,1.6
2,592,3.9
2,539,4.4
2,3,2.3
2,562,3.6
2,224,2.9
2,558,3.8
2,305,4.7
2,156,0.8
2,54,3.5
2,280,1.1
2,423,2.5
2,391,2.8
2,460,2.7
2,452,3.2
2,371,1.9
2,523,2.3
2,543,4.3
2,513,2.9
2,375,3.5
2,161,4.6
2,237,4.4
2,105,3.3
2,76,1.7
2,271,0.9
2,422,2.3
2,87,4.8
2,514,2.8
2,385,3.8
2,286,0.2
2,341,3.5
2,302,4.3
2,383,2.7
2,129,2.2
2,38,2.9
2,361,2.2
2,444,3.4
2,471,4.7
3,462,2.6
3,216,0.8
3,25,0.8
3,555,1.3
3,419,4.2
3,193,4.1
3,424,3.8
3,160,3.4
3,135,1
3,570,0
3,187,0.8
3,310,3.3
3,168,2.7
3,385,4.6
3,415,3
3,350,4.3
3,291,2.7
3,11,4.1
3,428,4.7
3,188,2.2
3,569,0.8
3,47,1.9
3,384,4.8
3,41,1.2
3,434,4.8
3,241,4.9
3,355,2.4
3,265,0.2
3,151,4
3,69,0.2
3,183,2.1
3,373,2.4
3,596,3.9
3,268,0.4
3,231,1.5
3,207,0
3,304,1.8
3,403,4
3,165,3.2
3,574,4.6
3,134,0.3
3,516,1.4
3,168,2.2
3,251,4.5
3,257,2.5
3,44,3.1
3,408,2
3,393,0.5
3,297,3.6
4,229,2.8
4,328,0.6
4,579,4.2
4,324,1.9
4,129,4.9
4,497,4.1
4,59,1.3
4,128,0.6
4,581,0.5
4,351,1.9
4,500,4.1
4,256,4.1
4,500,4.3
4,410,1.2
4,579,0.3
4,52,2.8
4,245,2.1
4,248,3.4
4,326,3.9
4,288,3.6
4,167,2.4
4,577,1.3
4,71,2.8
4,301,2.5
4,588,0.2
4,333,2.1
4,456,1.3
4,98,3.4
4,307,0.9
4,194,1.1
4,290,4.4
4,270,3
4,485,0.1
4,546,1.8
4,59,4.9
4,55,1.5
4,192,0.1
4,329,0.7
5,450,3.4
5,443,2.4
5,14,2.2
5,160,2.5
5,565,2.8
5,420,2.9
5,157,3.8
5,568,1.2
5,41,0.9
5,152,3.5
5,447,1.6
5,94,3.1
5,315,0
5,562,3.2
5,437,3.6
5,115,4.9
5,192,2.2
5,597,3.6
5,61,2.7
5,177,3.6
5,10,3.1
5,482,0.9
5,282,2.3
5,513,4.5
5,205,2.9
5,174,3.2
5,26,2.6
5,341,4
5,179,3.9
5,43,3.3
5,444,0.4
5,70,4.4
5,367,1.5
5,120,1
5,559,2.2
5,193,1.2
5,387,1.3
5,306,4.8
5,32,1.8
6,104,4.8
6,546,2
6,242,1.6
6,420,1.1
6,147,1.2
6,51,4.6
6,133,4.7
6,268,2.1
6,125,5
6,508,2.2
6,588,3.6
6,278,2.3
6,229,3.5
6,504,4.1
6,153,0.5
6,19,2.7
6,534,0.6
6,477,2.6
6,538,1.5
6,400,3.4
6,172,3.5
6,598,4.6
6,87,4.8
6,47,1.9
6,291,4.3
6,311,3.3
6,442,0.1
6,272,2.5
6,375,3.8
6,365,3.1
6,65,4.3
6,170,4.3
6,46,2.4
6,287,2
6,118,1.5
6,68,3.7
6,592,1.8
6,312,4.1
6,281,4.2
6,174,3.5
6,263,1.2
6,124,0.7
6,72,0.4
6,239,3.5
6,162,1.8
6,319,3.2
6,423,1.7
6,29,2.9
6,57,0
6,532,2.2
6,4,2.6
6,406,4.6
6,368,2.5
6,418,0.1
6,14,2.5
6,571,1.8
6,4,2.7
6,324,2.6
6,594,1.2
6,343,4.8
6,462,4.5
6,591,3.8
6,223,0.7
6,204,2.3
6,413,3.3
6,375,4.8
6,342,0.8
6,196,4.1
6,504,4.3
7,420,1.8
7,362,2.9
7,375,1.9
7,217,2.6
7,36,4.3
7,289,1.5
7,483,2.9
7,215,4.1
7,193,0.7
7,499,4.5
7,359,1.2
7,86,4.6
7,313,1.2
7,113,0.9
7,527,2.7
7,487,1.3
7,278,2.3
7,280,2.7
7,511,2.2
7,204,2.6
7,452,0.6
7,195,3
7,583,3.5
7,445,2.6
7,55,2.4
7,293,4.1
7,204,0.6
7,297,1.9
7,315,3.1
7,192,4.3
7,524,0.6
7,313,3.3
7,198,3.2
7,228,3.3
7,353,0.3
7,309,3.5
7,2,0.6
7,346,1.1
7,382,0.8
7,545,2.2
7,517,0.5
7,303,0.5
7,101,1.3
7,424,2.5
7,562,3.7
7,217,4.6
7,527,4.1
7,580,3.3
7,519,2.3
7,524,2.3
7,454,4.1
7,151,2.1
7,193,1.2
7,261,4.8
7,434,3.5
7,470,0.4
7,351,2.6
7,374,4.6
7,322,0.4
7,243,3.7
7,124,1.8
7,386,0.3
7,538,4.7
7,18,1.3
7,263,4.6
7,448,3.7
7,558,2
7,398,2.2
7,85,1.4
7,559,2.5
7,519,1.1
7,501,1.4
7,542,1.5
7,435,3.3
7,512,0.9
7,221,4.1
7,577,2.2
7,197,4.5
7,544,4.5
7,584,3.3
7,253,0.7
7,262,1.4
7,288,2.1
7,202,3.6
7,537,3.9
7,261,4.2
7,320,3.6
7,237,0.4
7,516,3.4
7,583,0.9
7,586,1.7
7,479,3.1
7,383,4.4
7,346,1.2
7,445,0.3
7,168,2.8
7,534,4.7
7,247,0.9
7,14,4.8
7,147,0.1
7,295,0.5
7,469,4.4
7,17,0.4
7,403,0.9
7,93,4.5
7,509,3.4
7,237,4.2
7,448,4.5
7,55,3.3
7,158,4.5
7,33,1.4
7,318,3.9
7,422,4
7,89,0.1
7,258,0.1
7,499,0.4
7,173,4.3
7,556,1.4
7,305,2
7,14,4.2
7,279,3.7
7,38,4.6
7,589,3.3
7,481,2.1
7,565,0.5
7,395,1.7
7,592,4.4
7,522,2.4
7,266,3.3
7,196,4.7
7,290,2.6
7,572,3
7,451,1.6
7,113,1.1
7,97,2.1
7,456,3.7
7,27,3.7
7,479,1.2
7,451,0.2
7,400,1.2
7,159,2
7,114,2
7,518,1.4
7,166,3.3
7,256,3.5
7,353,4.1
7,281,2.1
7,273,0.8
7,136,2.4
7,540,1.7
7,565,2.1
7,433,1.5
7,209,4.5
7,202,0.4
7,595,2
7,114,1.3
7,485,0.9
7,294,1.4
7,252,1.5
7,25,3.8
7,214,0.9
7,242,0.5
7,86,2.3
7,53,1.2
7,97,0.8
7,387,4.7
7,290,2
7,274,1.3
7,582,4.1
7,82,0.5
7,343,2.4
7,103,0.4
7,444,3
7,561,3.1
7,382,2.8
7,408,2.8
7,198,4
7,495,1
7,582,4.7
7,285,0.2
7,561,4.7
7,228,0
7,434,1.4
7,237,4.2
7,314,3.4
7,530,4.7
7,121,3.6
7,278,3.2
7,351,4.1
7,88,1.5
7,167,0.9
7,229,4.6
7,219,4.6
7,326,3.3
7,121,1.2
7,494,4.7
7,239,4.8
7,13,1.3
7,552,3.8
7,291,0.9
7,63,4.7
7,386,1.8
7,405,2
7,596,2.7
7,332,1.9
7,239,1.5
7,385,3.1
7,183,2.1
7,60,3.2
7,302,0.8
7,122,1
7,573,3.6
7,306,2.8
7,54,3.5
7,75,4.9
7,92,1.8
7,387,3.2
7,1,2.7
7,250,2.9
7,519,1.9
7,373,2.9
7,285,0
7,19,4.8
7,190,3.8
7,341,3.5
7,97,2.9
7,433,0.3
8,23,0.3
8,85,3.4
8,35,3
8,591,2.9
8,411,0.5
8,588,1.6
8,416,2.5
8,545,4.2
8,365,0.3
8,419,2.7
8,6,3.6
8,134,4.2
8,498,2.1
8,317,1.7
8,284,0.8
8,37,1.4
8,38,1.4
8,44,4.3
8,96,4.5
8,413,0.8
8,529,2.5
8,441,3.9
8,221,2.2
8,565,3.5
8,529,4.5
8,313,2.9
8,210,2.6
8,319,0.1
8,71,0.7
8,397,2.2
8,527,3.2
8,361,1.7
8,348,1.6
8,115,1.1
8,370,2.4
8,562,2.3
8,520,4.1
8,517,2.6
8,477,2.7
8,522,4.8
8,111,0.3
8,48,0.4
8,109,4.7
8,162,2
8,557,0.8
8,539,1
8,397,1.3
8,228,1.8
8,529,1.4
8,8,0.5
8,552,3.2
8,317,4.6
8,270,2.1
8,299,4
8,129,0.6
8,530,3.4
8,46,0.5
8,493,3.6
8,256,3.1
8,164,4.9
8,446,0.9
8,40,1.2
9,528,1.2
9,435,2.7
9,221,4.8
9,222,1.8
9,388,4
9,460,1.9
9,539,1.3
9,78,3.7
9,570,2.3
9,373,1
9,581,3.3
9,91,3.1
9,208,3.7
9,571,1
9,147,2.4
9,134,4.5
9,89,2.6
9,576,1.9
9,63,2.4
9,577,0.3
9,411,2.6
9,576,2.8
9,388,0.9
9,510,4.1
9,511,3.3
9,405,3.9
9,380,3.1
9,201,0.6
9,411,1.6
9,178,2.3
9,593,1.6
9,225,1.3
9,80,1.2
9,188,4.6
9,436,2.2
9,14,0.6
9,264,0.3
9,287,0.7
9,95,4.1
9,176,0
9,451,3.7
9,548,1.5
9,101,0.7
9,198,2.4
9,160,4
9,263,2.7
9,195,4.4
9,391,0.8
9,498,2.9
9,597,1.9
9,519,2.6
9,405,4
9,586,0.6
9,589,3.9
9,368,4.9
10,446,3.4
10,208,0.1
10,154,2.2
10,344,0.2
10,580,4.9
10,571,3.8
10,430,0.6
10,309,3
10,122,2.1
10,232,4.7
10,157,0.5
10,281,0.6
10,44,0
10,137,4
10,126,2.1
10,361,3.6
10,44,4.1
10,350,0
10,434,2.2
10,42,2.8
10,233,2.7
10,215,4.6
10,126,0.1
10,540,0.5
10,591,1.3
10,234,2.8
10,506,1.3
10,510,2.1
10,583,3.1
10,159,0.2
10,327,2
10,206,4.3
10,87,3.5
10,464,2.1
10,424,4.1
10,91,3.4
10,14,0.6
10,540,2.9
10,149,3.9
10,525,0.7
10,87,0.1
10,120,3.3
10,227,2.8
10,331,0
10,486,5
10,432,3.6
10,99,1
10,18,0.9
10,117,0.6
10,429,0.8
10,51,1
10,254,3
10,441,2.5
10,498,1.6
10,397,2.8
10,273,4.3
10,244,0.3
10,593,0.3
10,297,1.8
10,392,0.7
10,150,0.3
10,286,3.5
10,432,3.3
10,378,1.9
10,487,3.2
10,579,3.2
10,107,1
10,66,1.9
10,419,3.6
10,542,3.6
10,456,0.8
10,8,4
10,298,4.8
10,277,2.2
10,194,3.4
10,38,2
10,587,4.1
10,79,3.3
10,210,0.6
10,19,3.3
10,229,1.5
10,72,1.5
10,283,4.2
10,501,4.5
10,136,2.1
10,534,2.5
10,213,4.3
10,392,3.8
10,237,2.6
10,549,3.3
10,139,1.6
10,164,3.6
10,121,2.5
10,327,1
10,263,2.7
10,442,1.2
10,250,1.8
10,71,1.1
10,241,1.8
10,262,4.7
10,407,0
10,369,0.7
10,69,1.7
10,210,0.1
10,87,2.9
10,367,3.1
10,365,4.1
10,67,1.3
10,9,0.3
10,73,3.1
10,566,3.6
10,393,0.8
10,326,4.3
10,111,2.1
11,395,3.3
11,280,0.3
11,467,2.6
11,239,4.2
11,542,4.2
11,313,0.9
11,312,2.5
11,466,2.5
11,147,1.8
11,353,3.3
11,55,1.2
11,368,3.4
11,240,2.3
11,412,4.4
11,267,4.8
11,46,0.8
11,13,0.3
11,442,0.7
11,164,1.8
11,333,2.8
11,109,0.1
11,380,2.4
11,209,4.9
11,458,1.1
11,544,4.2
11,201,3
11,191,3
11,483,1.7
11,388,3.2
11,273,2.8
11,429,2.8
11,418,4.5
11,400,4.2
11,399,2.4
11,550,3.5
11,530,1.9
11,369,1.9
11,0,1.3
11,481,3.1
11,384,2.9
11,302,0.7
11,408,3.3
11,83,1.8
11,94,4
11,13,4.2
11,350,2.2
11,323,2.4
11,340,1.1
11,0,3.7
12,491,2.4
12,247,2.3
12,61,3.2
12,184,3.1
12,536,4.5
12,356,3.6
12,255,1.3
12,79,0.5
12,60,1.1
12,326,2.3
12,77,3.1
12,560,0.8
12,548,4.6
12,216,3.9
12,370,3.2
12,552,3.7
12,466,3.1
12,447,0.8
12,199,4.3
12,380,2.7
12,456,2.7
12,319,0.8
12,281,4.7
12,73,0.1
12,316,3.8
12,518,4.6
12,197,4.5
12,62,1.2
12,587,0.2
12,571,3.5
12,421,3.4
13,427,0.8
13,258,4.5
13,197,2.8
13,294,0.6
13,73,3.7
13,491,4.1
13,223,4.7
13,152,1.4
13,586,4.2
13,257,4.6
13,587,3.8
13,494,1.3
13,556,5
13,75,2.8
13,495,2.9
13,266,4
13,591,0.8
13,164,0.8
13,368,2.3
13,339,4.3
13,311,4.3
13,581,4.5
13,55,3.4
13,430,4.4
13,599,2.4
13,316,3.2
13,361,2.6
13,493,4.6
13,228,4.4
13,485,2.9
14,434,3.1
14,62,1.5
14,121,4.4
14,576,2
14,342,4.8
14,495,1.9
14,100,0.8
14,134,0.5
14,340,3.9
14,227,3.4
14,43,1.4
14,401,0.6
14,49,3.3
14,534,3.7
14,370,1.1
14,384,1.4
14,482,4.9
14,202,3.2
14,313,1.6
14,232,3
14,535,3.4
14,444,1.5
14,263,2.1
14,182,0.1
14,412,3.1
14,376,2.1
14,276,4.6
14,27,3.8
14,542,1.4
14,363,1.8
14,399,4.8
14,499,4.4
14,275,0.9
14,444,0.6
14,489,2.8
14,55,2.9
14,39,2.5
14,309,0.7
14,580,3.4
14,405,3.3
14,421,2.2
14,383,0.9
15,384,1.2
15,3,2.4
15,452,4.1
15,596,3.3
15,6,0.3
15,419,4.6
15,419,4.2
15,51,0.5
15,196,3
15,306,4.7
15,149,4.4
15,247,0.5
15,378,0.5
15,231,1.4
15,29,1.3
15,323,1.9
15,401,4.6
15,196,4.8
15,387,1.9
15,230,2.9
15,212,2.3
15,562,1.8
15,234,4.3
15,7,4.9
15,159,2.2
15,177,2.7
15,310,2.7
15,12,0.5
15,383,4.4
15,152,4.9
15,366,0.4
15,121,2.4
15,372,4.6
15,398,3.9
16,318,2.2
16,245,4.9
16,177,1
16,220,4.5
16,502,3.8
16,302,2.9
16,286,0.9
16,534,4.5
16,86,2.6
16,433,5
16,507,3.8
16,58,2.1
16,591,1
16,205,4.9
16,346,2.7
16,288,2.7
16,505,3.3
16,301,0.9
16,324,3.1
16,440,1
16,296,3.5
16,50,3.6
16,73,3.7
16,495,2.5
16,108,3.2
16,154,0.4
16,455,2.1
16,340,2.8
16,448,4
16,595,1.4
16,427,0.3
16,417,3.6
16,505,1.4
16,73,3.2
16,388,3.3
16,215,2.6
16,375,2.9
16,540,2.6
16,12,3.1
16,281,4.1
16,434,2.7
16,501,2.6
17,587,1.6
17,368,4.7
17,67,0.8
17,107,2.8
17,436,1.9
17,567,3.9
17,330,2.3
17,405,0.3
17,417,2.6
17,504,3.6
17,207,3.7
17,14,4.2
17,38,3.2
17,320,3.6
17,577,2.3
17,183,3.6
17,403,3.6
17,24,2
17,19,4.6
17,56,3.9
17,365,0.9
17,262,4.6
17,239,3.8
17,269,4.8
17,135,3.4
17,271,1.8
17,363,1.9
17,143,3.1
17,221,0.2